"","company","vessel","captain","observers","dep_date","arr_date","das","trip","drag","drag_all","location","drag_date","drag_period","drag_time_s","drag_time_e","time_fished_min","hrs_dec","depth","depth_sd","id_status","com_status","order","family","class","groups","group_2","categories","sci_name","alpha_code","com_name","sample_wt_lbs","total_wt_lbs","entered_by","cpue","total_wt_kg"
"50","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Myliobatiformes","Myliobatidae","Elasmobranchii","Discarded bycatch","Bycatch species","Flat fish","Rhinoptera bonasus","MRB","Cownose stingray",0.03,0.03,"T browne",0,0.01
"51","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Stellifer microps","EFM","Croaker lm",9.5,26.43,"T browne",3,12.01
"52","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Stellifer rastrifer","EFR","Croaker rm",16,44.51,"T browne",5.06,20.23
"53","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Pleuronectiformes","Achiridae","Actinopterygii","Discarded bycatch","Bycatch species","Flat fish","Achirus achirus","HIK","Drab sole",0.34,0.95,"T browne",0.11,0.43
"54","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Myliobatiformes","Dasyatidae","Elasmobranchii","Discarded bycatch","Bycatch species","Flat fish","Dasyatis guttata","RDU","Longnose stingray",5.2,5.2,"T browne",0.59,2.36
"55","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Stomatopoda","Squillidae","Malacostraca","Discarded bycatch","Bycatch species","Shell fish","Squilla mantis","MTS","Mantis shrimp",0.4,1.11,"T browne",0.12,0.5
"56","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Perciformes","Carangidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Selene brownii","LNW","Moonfish",0,0.01,"T browne",0,0
"57","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","Yes","Batrachoidiformes","Batrachoididae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Batrachoides surinamensis","TFB","Pacu",0.01,0.02,"T browne",0,0.01
"58","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Clupeiformes","Clupeidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Harengula jaguana","HCG","Scaled herring",0.3,0.83,"T browne",0.1,0.38
"59","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","Yes","Perciformes","Ephippidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Chaetodipterus faber","HRF","Sea donkey",0.5,0.5,"T browne",0.06,0.23
"60","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","Yes","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Cynoscion virescens","YNV","Seatrout",13,36.16,"T browne",4.11,16.44
"61","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Rajiformes","Dasyatidae","Elasmobranchii","Discarded bycatch","Bycatch species","Flat fish","Dasyatis geijskesi","RDJ","Sharpsnout stingray",6.2,6.2,"T browne",0.7,2.82
"62","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","Yes","Decapoda","Portunidae","Malacostraca","Discarded bycatch","Bycatch species","Shell fish","Callinectes ornatus","KLO","Sheriga crab",0.5,1.39,"T browne",0.16,0.63
"63","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Anguilliformes","Ophichthidae","Actinopterygii","Discarded bycatch","Bycatch species","Other","Ophichthus gomesii","OOG","Shrimp eel",0.4,1.11,"T browne",0.12,0.5
"64","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Perciformes","Trichiuridae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Trichiurus lepturus","LHT","Silverbelt",0.04,0.11,"T browne",0.01,0.05
"65","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Decapoda","Leucosiidae","Malacostraca","Discarded bycatch","Bycatch species","Shell fish","Persephona lichtensteinii",NA,"Siri ball",0.4,1.11,"T browne",0.12,0.5
"66","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Teuthida","Loliginidae","Cephalopoda","Discarded bycatch","Bycatch species","Other","Lolliguncula brevis","IUB","Squid",0,0.01,"T browne",0,0
"67","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,3,3,"06 40 - 57 30","16/02/2019","Day",09:45:00,13:45:00,04:00:00,4,10,"Deep","Yes","No","Pleuronectiformes","Cynoglossidae","Actinopterygii","Discarded bycatch","Bycatch species","Flat fish","Symphurus plagusia","YFS","Tongue fish",0.05,0.14,"T browne",0.01,0.06
"68","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Paralonchurus brasiliensis","RLB","Banded croaker",1.2,4.72,"C danjou",0.54,2.15
"69","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","Yes","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Macrodon ancylodon","WKK","Bangamary",8,31.48,"C danjou",3.58,14.31
"70","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","Yes","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Micropogonias furnieri","CKM","Bashaw",2.2,8.66,"C danjou",0.98,3.94
"71","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Decapoda","Malacostraca","Malacostraca","Discarded bycatch","Bycatch species","Shell fish","Hepatus gronovii","HGV","Box crab",1.2,4.72,"C danjou",0.54,2.15
"72","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","Yes","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Nebris microps","NBM","Butterfish",10,39.35,"C danjou",4.47,17.89
"73","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","Yes","Siluriformes","Ariidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Bagre bagre","BEB","Catfish",12,47.22,"C danjou",5.36,21.46
"74","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Stellifer microps","EFM","Croaker lm",5,19.67,"C danjou",2.23,8.94
"75","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Stellifer rastrifer","EFR","Croaker rm",22,86.56,"C danjou",9.84,39.35
"76","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Pleuronectiformes","Achiridae","Actinopterygii","Discarded bycatch","Bycatch species","Flat fish","Achirus achirus","HIK","Drab sole",0.01,0.05,"C danjou",0,0.02
"77","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Myliobatiformes","Dasyatidae","Elasmobranchii","Discarded bycatch","Bycatch species","Flat fish","Dasyatis guttata","RDU","Longnose stingray",2.4,2.4,"C danjou",0.27,1.09
"78","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Stomatopoda","Squillidae","Malacostraca","Discarded bycatch","Bycatch species","Shell fish","Squilla mantis","MTS","Mantis shrimp",0.08,0.31,"C danjou",0.04,0.14
"79","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","Yes","Batrachoidiformes","Batrachoididae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Batrachoides surinamensis","TFB","Pacu",0.5,1.97,"C danjou",0.22,0.9
"80","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","Yes","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Cynoscion virescens","YNV","Seatrout",7,27.54,"C danjou",3.13,12.52
"81","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Rajiformes","Dasyatidae","Elasmobranchii","Discarded bycatch","Bycatch species","Flat fish","Dasyatis geijskesi","RDJ","Sharpsnout stingray",0.31,0.31,"C danjou",0.04,0.14
"82","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","Yes","Decapoda","Portunidae","Malacostraca","Discarded bycatch","Bycatch species","Shell fish","Callinectes ornatus","KLO","Sheriga crab",0.2,0.79,"C danjou",0.09,0.36
"83","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Anguilliformes","Ophichthidae","Actinopterygii","Discarded bycatch","Bycatch species","Other","Ophichthus gomesii","OOG","Shrimp eel",1.21,4.76,"C danjou",0.54,2.16
"84","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Perciformes","Trichiuridae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Trichiurus lepturus","LHT","Silverbelt",0.02,0.08,"C danjou",0.01,0.04
"85","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Decapoda","Leucosiidae","Malacostraca","Discarded bycatch","Bycatch species","Shell fish","Persephona lichtensteinii",NA,"Siri ball",0.02,0.06,"C danjou",0.01,0.03
"86","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Myliobatiformes","Urotrygonidae","Elasmobranchii","Discarded bycatch","Bycatch species","Flat fish","Urotrygon microphthalmum","JUM","Smalleyed round stingray",0.04,0.04,"C danjou",0,0.02
"87","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,4,4,"06 38 - 57 29","17/02/2019","Day",07:30:00,11:30:00,04:00:00,4,9,"Shallow","Yes","No","Pleuronectiformes","Cynoglossidae","Actinopterygii","Discarded bycatch","Bycatch species","Flat fish","Symphurus plagusia","YFS","Tongue fish",0.02,0.09,"C danjou",0.01,0.04
"88","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","No","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Paralonchurus brasiliensis","RLB","Banded croaker",4,8.47,"C danjou",0.96,3.85
"89","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","No","Tetraodontiformes","Tetraodontidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Colomesus psittacus","KOP","Banded puffer",0.02,0.02,"C danjou",0,0.01
"90","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","Yes","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Macrodon ancylodon","WKK","Bangamary",3,6.35,"C danjou",0.72,2.89
"91","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","Yes","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Micropogonias furnieri","CKM","Bashaw",1.65,3.49,"C danjou",0.4,1.59
"92","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","No","Lophiiformes","Ogcocephalidae","Actinopterygii","Discarded bycatch","Bycatch species","Other","Ogcocephalus darwini",NA,"Batfish",0.01,0.03,"C danjou",0,0.01
"93","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","Yes","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Nebris microps","NBM","Butterfish",14,29.64,"C danjou",3.37,13.47
"94","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","Yes","Siluriformes","Ariidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Bagre bagre","BEB","Catfish",5,10.58,"C danjou",1.2,4.81
"95","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","No","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Stellifer microps","EFM","Croaker lm",4.5,9.53,"C danjou",1.08,4.33
"96","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","No","Perciformes","Sciaenidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Stellifer rastrifer","EFR","Croaker rm",14,29.64,"C danjou",3.37,13.47
"97","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","No","Pleuronectiformes","Achiridae","Actinopterygii","Discarded bycatch","Bycatch species","Flat fish","Achirus achirus","HIK","Drab sole",0.04,0.09,"C danjou",0.01,0.04
"98","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","No","Elopiformes","Elopidae","Actinopterygii","Discarded bycatch","Bycatch species","Bony fish","Elops saurus","LAD","Ladyfish",0.05,0.05,"C danjou",0,0.02
"99","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","No","Myliobatiformes","Dasyatidae","Elasmobranchii","Discarded bycatch","Bycatch species","Flat fish","Dasyatis guttata","RDU","Longnose stingray",0.09,0.09,"C danjou",0.01,0.04
"100","NHS","World Friend 508","C Henry","T Browne and C Danjou","14/02/2019","24/02/2019",11,1,5,5,"06 38 - 57 29","17/02/2019","Night",16:00:00,20:00:00,04:00:00,4,9,"Shallow","Yes","No","Stomatopoda","Squillidae","Malacostraca","Discarded bycatch","Bycatch species","Shell fish","Squilla mantis","MTS","Mantis shrimp",0.01,0.01,"C danjou",0,0
